AU01677 	12 M Routine Maint. of Grant St Vent Station Fan
AU01820 	   (h) Check that the compressor mounting rubbers are secure and
AU01820 	       serviceable.   [_ _]
AU01820 	9. The sub-contractor shall carry out the following mechanical
AU01820 	   service at the evaporator.
AU01820 	    (a) Check the efficiency of the evaporator.   [_ _]
AU01820 	    (b) Check the evaporator air flow.   [_ _]
AU01820 	    (c) Check the evaporator fan operation for efficiency and
AU01820 	        rectify any degraded operation.   [_ _]
AU01820 	"    (d) Check the evaporator for leaks, repair any faults"
AU01820 	        found.  [_ _]
AU01820 	"    (e) Check the filter media for efficiency and operation, fit"
AU01820 	        a new filter if required.   [_ _]
AU01820 	10. The sub-contractor shall carry out the following mechanical
AU01820 	    service at the condenser.
AU01820 	    (a) Check the condenser air flow.   [_ _]
AU01820 	    (b) Check the cooling fan(s) operation for efficiency and
AU01820 	        rectifying any degraded operation.   [_ _]
AU01820 	"    (c) Check the condenser for leaks, repair any faults"
AU01820 	        found.   [_ _]
AU01820 	11. The sub-contractor shall carry out the following mechanical
AU01820 	    service at the humidifier (where fitted).
AU01820 	   (a) Check the humidifier inlet water strainer for
AU01820 	       blockage.   [_ _]
AU01820 	   (b) Check the humidifier operation.   [_ _]
AU01820 	"12. On completion of the job, record anything outside normal"
AU01820 	    parameters in the Work Done area of the job sheet.
AU01820 	13. Notify the control room on completion of the job.
AU01820 	14. If sub contractor costs are unknown use the amount entered
AU01820 	    in the Estimated Job Costs as an additional cost in the
AU01820 	    transactions.  Use Sub-contractor Costs - Outside Services.
AU01820 	****Complete the following CityLink Asset Condition Rating****
AU01820 	ASSET CONDITION RATING
AU01820 	Rate the Condition of the Asset.
AU01820 	Note:
AU01820 	[ 1 ] - Excellent.
AU01820 	        Asset is new or in as new condition
AU01820 	[ 2 ] - Good.
AU01820 	"        Asset is fully operational, well presented, performing"
AU01820 	        it's intended function.
AU01820 	[ 3 ] - Fair.
AU01820 	        Asset is functional and operational but showing signs of
AU01820 	        deterioration that will result is some intervention
AU01820 	        works possibly within the next 12 months. May not be
AU01820 	        performing it's intended function to the full degree.
AU01820 	[ 4 ] - Poor.
AU01820 	        Asset is functional and operational but showing major
AU01820 	        signs of deterioration that will require intervention
AU01820 	        works within the next 3 months. Not performing it's
AU01820 	        intended function.
AU01820 	CONDITION RATING SCORE [_ _]
AU01820 	"If the condition of asset is 3 or 4, record your observations"
AU01820 	in the Work Done area of the job sheet(photograph if possible).
AU02135 	03 M Inspection and Clean Equip Rooms ERE 00 & ERE17
AU02135 	
AU02135 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02135 	Ensure sufficient items are in hand to carry out the cleaning and
AU02135 	inspections of the Building
AU02135 	"and Electrics, prior to leaving the workshop, e.g. CRC, Rags, Vacuum"
AU02135 	"Cleaner, Cloths,"
AU02135 	"lamps for fluorescent, emergency, Exit and external lighting, Brooms,"
AU02135 	"Rubbish bags, Filter"
AU02135 	"material, Ladders, Silicon Lubricant Spray, Rodent Bait Station"
AU02135 	A  INTRODUCTION
AU02135 	This job is a combined job for the inspection of the instrumentation
AU02135 	installations of
AU02135 	"Equipment Rooms ERE 00 & ERE17as well as the cleaning, inspections and"
AU02135 	maintenance
AU02135 	of the relevant areas.
AU02135 	B  ELECTRICAL INSPECTIONS and MAINTENANCE
AU02135 	( Equipment Rooms ERE 00 & ERE 17)
AU02135 	1. Notify the TCRO prior to entering the Equipment rooms.
AU02135 	"2. On entering the relevant area, be aware of the atmosphere, use your"
AU02135 	"senses of sight, smell"
AU02135 	   and hearing to monitor any abnormal events.  [_ _]
AU02135 	"3. Check the equipment room interior lighting for operation, including"
AU02135 	the operational tube
AU02135 	"    within EXIT signs, replace faulty lamps or repair any faulty"
AU02135 	lighting fixture.  [_ _]
AU02135 	4. Check the temperature of cables and connections on all accessible
AU02135 	equipment and
AU02135 	   components within all switchboards and distribution panels. (Opsis
AU02135 	Air monitoring
AU02135 	   equipment is not maintained by Transfield)
AU02135 	   Use an Infra-red temperature sensor.  Temperatures of ambient plus
AU02135 	10?C should be
AU02135 	"   considered abnormal and must be noted in the """"Work Done"""" area of"
AU02135 	the Job Sheet and
AU02135 	   ensure the Team Leader or his representative is informed of the
AU02135 	abnormality. Raise a new
AU02135 	   job sheet for any corrective action [_ _]
AU02135 	"5. While carrying out the temperature check, Inspect all cables,"
AU02135 	"terminals, equipment and"
AU02135 	"   components  for evidence of burn marks, unusual odours and"
AU02135 	overheating.  Record
AU02135 	"   anything abnormal in the """"Work Done"""" area of the Job Sheet and"
AU02135 	raise a new jobsheet
AU02135 	   for any corrective action. Ensure the Team Leader or his
AU02135 	representative is informed of
AU02135 	   the abnormality.  [_ _]
AU02135 	"6.  While carrying out the temperature check, Check relays and"
AU02135 	"contactors for chattering,"
AU02135 	    arcing etc.  [_ _]
AU02135 	"7. Visually inspect all enclosure doors, hinges, hardware, gaskets,"
AU02135 	seals and escutcheons
AU02135 	"   for serviceability and general operation, lubricate as required."
AU02135 	 Carry out any required
AU02135 	   repairs or raise a new jobsheet for any outstanding actions.  [_ _]
AU02135 	"8. Check cable and glandings at enclosure entries for heating,"
AU02135 	"looseness, and damage.  [_ _]"
AU02135 	9.  PLC Equipment shall be inspected for the following
AU02135 	   (a) Inspect the PLC status and error indicators.  Indicators found to
AU02135 	indicate abnormal
AU02135 	        conditions are to be logged in the work done area of the job
AU02135 	sheet and a new job sheet
AU02135 	         raised to investigate and correct the error.  [_ _]
AU02135 	   (b) Inspect connections to the PLC including power e.g. plug
AU02135 	"connections, screw"
AU02135 	"         connections, for security.  [_ _]"
AU02135 	   (c) Ensure all modules are secure in their mounting and module
AU02135 	security screws are not
AU02135 	         loose.  [_ _]
AU02135 	   (d) Using a vacuum cleaner and a small brush ensure the enclosure andPLC
AU02135 	modules
AU02135 	         are cleaned of accumulated dust and debris.  [_ _]
AU02135 	"10. Inspect all electrical switchboard enclosures internally for dust,"
AU02135 	"grime and condensation,"
AU02135 	"     clean enclosures of any accumulated dust, dirt and debris.  [_ _]"
AU02135 	11. Ensure cabinets ventilation paths are clear of obstructions.  Clean
AU02135 	or replace filters as
AU02135 	      required.  [_ _]
AU02135 	"12. Inspect systems, mounted within the equipment room(s), for faulty"
AU02135 	"indicators,"
AU02135 	"      faulty meters, damaged switches and buttons etc, carry out repairsor"
AU02135 	indicator lamp
AU02135 	      replacement or raise a new job sheet for any outstanding actions.
AU02135 	  [_ _]
AU02135 	13. Inspect the door alarm switches at all external doors for operation
AU02135 	and security.  Check
AU02135 	     with the Traffic Control Room Operator to confirm the receipt of
AU02135 	analarm.  Repair
AU02135 	     faulty of defective switches.  Record details of outstanding
AU02135 	"defects in the """"Work Done"""""
AU02135 	     area of the Job Sheet.  [_ _]
AU02135 	"14. Record anything abnormal from the above inspections in the """"Work"
AU02135 	"Done"""" area of the"
AU02135 	     Job Sheet and Inform the Team Leader or his representative of any
AU02135 	corrective actions.
AU02135 	"     Include in the """"Related Job"""" field of the new and this job, the"
AU02135 	job number number of
AU02135 	     the alternate Job.   [_ _]
AU02135 	"C. Equipment Room Inspections, Cleaning and Maintenance"
AU02135 	1. Check the interior walls and floors for evidence of moisture ingress.
AU02135 	Inspect for source of
AU02135 	"   any water.  Record any details in the """"Work Done"""" area of the job"
AU02135 	sheet and inform the
AU02135 	   Team Leader or his representative.  [_ _]
AU02135 	2. Check that the room(s) are not obstructed by furnishings and or
AU02135 	stored items.  Remove
AU02135 	   any obstruction.  [_ _]
AU02135 	"3. Remove by vacuuming, dust and debris from tops of cabinets, ledges,"
AU02135 	"cable trays,"
AU02135 	"    cables, etc.   Note: Dust will settle on all ledges and surfaces,"
AU02135 	"e.g. Tops of cabinets, tops"
AU02135 	"    of cabinet doors,  tops of meter escutcheons etc.  [_ _]."
AU02135 	4. Clean all exterior surfaces of cabinets using approved cleaning
AU02135 	materials .  [_ _]
AU02135 	"5. Clean dust and cobwebs from interior walls, cabinets, light fittings"
AU02135 	",cable trays and"
AU02135 	   ceilings.  [_ _]
AU02135 	6. Remove any accumulated rubbish and debris.  [_ _]
AU02135 	7. Sweep and vacuum all floor surfaces.  [_ _]
AU02135 	8. Visually inspect rodent bait station for bait.  Replace bait station
AU02135 	if bait is near
AU02135 	   exhausted.   [_ _]
AU02135 	9. Be aware for any evidence of insect or rodent infestation.   Record
AU02135 	any abnormal parameter
AU02135 	"   in the """"Work Done"""" area of the job sheet.   Raise a new jobsheet"
AU02135 	for any outstanding
AU02135 	   corrective actions.  [_ _]
AU02135 	10. Prior to leaving the site ensure:
AU02135 	"    (a)  All plant turned OFF has been returned to service e.g. Fans,"
AU02135 	Air Conditioners.  [_ _]
AU02135 	    (b)  All Enclosures are closed and locked.  [_ _]
AU02135 	    (c)  All Lighting turned OFF  [_ _]
AU02135 	"11.  Record anything abnormal from the above inspections in the """"Work"
AU02135 	"Done"""" area of the Job"
AU02135 	      Sheet and Inform the Team Leader or his representative of any
AU02135 	"      Include in the """"Related Job"""" field of the new and this job, the"
AU02135 	      the alternate Job.   [_ _]
AU02135 	"12. Notify the Traffic Control Room prior to departing."""
AU02137 	03 M Electrical Inspection and Clean LV Switchboards
AU02137 	
AU02137 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02137 	Ensure sufficient items are in hand to carry out the cleaning and
AU02137 	inspections of the Building
AU02137 	"and Electrics, prior to leaving the workshop, e.g. CRC, Rags, Vacuum"
AU02137 	"Cleaner, Cloths,"
AU02137 	"lamps for fluorescent, emergency, Exit and external lighting, Brooms,"
AU02137 	"Rubbish bags, Filter"
AU02137 	"material, Ladders, Silicon Lubricant Spray, Cold Gal, Wire Brush,"
AU02137 	"Thinners, Absorbent,"
AU02137 	Rodent bait station
AU02137 	A  INTRODUCTION
AU02137 	This job is a combined job for the inspection of the electrical
AU02137 	installations of
AU02137 	"Equipment Rooms, as well the cleaning, inspections and maintenance of"
AU02137 	the relevant areas.
AU02137 	B  ELECTRICAL INSPECTIONS and MAINTENANCE
AU02137 	( Equipment Rooms ERE01 - ERE 16 and ERW 01 - ERW 06)
AU02137 	"1. Notify the TCRO prior to entering the Equipment rooms, Technical"
AU02137 	shelters and
AU02137 	    Substations.
AU02137 	"2. On entering switchrooms, temporarily switch OFF ventilation fans, if"
AU02137 	operating (fans not
AU02137 	    required to be  switched OFF in technical shelters and appropriate
AU02137 	equipment
AU02137 	    rooms).   [_ _]
AU02137 	"3. On entering the relevant area, be aware of the atmosphere, use your"
AU02137 	"senses of sight, smell"
AU02137 	   and hearing to monitor any abnormal events.  [_ _]
AU02137 	"4. Check the interior and external lighting for operation, including theoperational"
AU02137 	tube within
AU02137 	"   EXIT signs, replace faulty lamps or repair any faulty lighting"
AU02137 	fixture.  [_ _]
AU02137 	5. Check the temperature of cables and connections on all accessible
AU02137 	equipment and
AU02137 	   components within all switchboards and distribution panels.
AU02137 	   Use an Infra-red temperature sensor.  Temperatures of ambient plus
AU02137 	10?C should be
AU02137 	"   considered abnormal and must be noted in the """"Work Done"""" area of"
AU02137 	the Job Sheet and
AU02137 	   ensure the Team Leader or his representative is informed of the
AU02137 	abnormality. Raise a new
AU02137 	   job sheet for any corrective action [_ _]
AU02137 	"6. While carrying out the temperature check, Inspect all cables,"
AU02137 	"terminals, equipment and"
AU02137 	"   components  for evidence of burn marks, unusual odours and"
AU02137 	overheating.  Record
AU02137 	"   anything abnormal in the """"Work Done"""" area of the Job Sheet and"
AU02137 	raise a new jobsheet
AU02137 	   for any corrective action. Ensure the Team Leader or his
AU02137 	representative is informed of
AU02137 	   the abnormality.  [_ _]
AU02137 	"7.  While carrying out the temperature check, Check relays and"
